TOTLGIVE,DWEL_VAL,AVE_INC,WESBROOK,PARENT,CHILD,SPOUSE,SEX,FACSTAFF,ATHLTCS,OTHERACT,PROV,MARITAL_D,MARITAL_G,MARITAL_M,MARITAL_S,MARITAL_U,MARITAL_W
0.03872009904916669,0.0910117494098908,0.12831421471009363,Y,N,N,Y,M,N,N,N,AB,0,0,1,0,0,0
2.547162815292005e-4,0.2544600021109597,0.173831350153333,N,N,N,N,F,N,Y,N,BC,0,0,0,0,1,0
0.002318240587588546,0.09960311558463988,0.19608795115287767,N,N,N,Y,F,N,N,N,AB,0,0,1,0,0,0
7.738216147722546e-5,0.2252723857682934,0.16693547944679427,N,N,N,Y,M,N,N,Y,BC,0,0,0,0,1,0
0.04902159929582233,0.14247358901533325,0.1362633926367242,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
1.5798857968266864e-4,0.36199480895814545,0.21267479688177174,N,N,N,Y,F,N,N,N,BC,0,0,0,0,1,0
0.04355648414149328,0.6181669673185054,0.348589830099351,Y,N,N,N,M,N,N,N,BC,0,0,1,0,0,0
0.0021731490348187482,0.4937288904028095,0.2180263655963529,N,N,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
6.416270889153278e-4,0.08880963461206318,0.15403246600066928,N,N,N,N,M,N,N,N,ON,0,0,0,0,1,0
0.0044140074609300695,0.20065391774933314,0.16789552509010713,Y,N,N,N,F,N,N,Y,BC,0,0,0,0,1,0
0.001125265598147987,0.11366438619048533,0.10506465221660824,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.021857236360587975,0.2176051641750945,0.17715310807919554,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
5.932632379920618e-4,0.2191128212017118,0.12865434516658164,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.02712889611122396,0.5749528632290007,0.19930547555175196,Y,N,N,N,F,N,N,N,BC,0,0,0,0,0,1
0.01328071346352882,0.2636810579746301,0.21031857057432674,Y,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.02058365495294197,0,0.1455429195262312,Y,Y,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.001125265598147987,0.11418313055326335,0.05257758540291744,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.0038658838171330553,0.177159295898981,0.18742285347509094,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
4.933112794173123e-4,0.08199399336007215,0.026990997514853277,N,N,N,N,M,N,Y,N,BC,0,0,0,0,1,0
3.0308013245246637e-4,0.10151437371663244,0.014647553529402084,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
4.1592911794008684e-4,0.23879572146846034,0.16980738741407592,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.03472846921963314,0.1982035253027308,0.11205104151237362,Y,Y,N,Y,F,Y,Y,N,BC,0,0,0,0,1,0
4.804142525044414e-4,0.07443052063942888,0.11525210798593397,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.02001941002550387,0.21592299314897617,0.08887553968280092,Y,N,N,N,M,N,N,N,AB,0,0,0,0,1,0
3.353226997346437e-4,0.22122558003415915,0.11173011196875189,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.06657767718096785,0.611925842944597,0.2753849783029685,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.02287287722997656,0.13782467999769712,0.1855411640141977,Y,N,N,N,M,N,N,N,AB,0,0,0,0,1,0
8.99567627172746e-4,0.13256527183404018,0.12983657280163263,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.007090140545350783,0.06286162179278051,0.05702122523767987,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.006445289199707238,0.24936251415302538,0.11397113279899936,Y,N,N,N,M,Y,N,Y,BC,0,0,0,0,1,0
2.547162815292005e-4,0.24182183020207643,0.0917392186874256,N,N,N,Y,F,N,Y,N,BC,0,0,1,0,0,0
0.01674678944636288,0.21792240783741773,0.2340783287525441,Y,N,N,Y,M,N,N,N,ON,0,0,1,0,0,0
6.093845216331506e-4,0.38607654148035847,0.2674275714136809,N,N,N,Y,F,N,Y,Y,BC,0,0,1,0,0,0
0.01125265598147987,0.6916805398299718,0.35899123889775786,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.004978252388368172,0.20852144063405553,0.17807749488432822,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.005913286839551312,0.19998524727014527,0.1591810536363786,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
5.771419543509732e-4,0.15026195091059127,0.09892310308695819,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
2.547162815292005e-4,0.0637395891304765,0.02655211950648168,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
7.544760744029482e-4,0.07331087240208026,0.07468880806218901,N,Y,N,N,F,N,N,N,BC,0,0,1,0,0,0
0.04640995134596597,0.5013223483467347,0.32100634727319605,Y,Y,N,Y,M,Y,N,Y,BC,0,0,1,0,0,0
0.0035789249683216774,0.38607654148035847,0.2674275714136809,Y,N,N,N,M,N,Y,Y,BC,0,0,0,0,1,0
7.22233507120771e-4,0.14830451553474447,0.12742822973069348,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
7.738216147722546e-5,0.18843373985300044,0.11802252541377967,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.001621801134293517,0.32059541058166535,0.19574233472128502,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.027718935092487806,0.15098879272294613,0.1115134159521184,Y,N,N,N,F,Y,N,N,BC,1,0,0,0,0,0
0.0016250253910217347,0.2988615210424303,0.23419353422974168,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.009814637480694763,0.36981855341687614,0.16084879006819067,Y,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.010478834366707615,0.2636810579746301,0.21031857057432674,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.020274126307033073,0.6916805398299718,0.35899123889775786,Y,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.002011936198407862,0.28932681974323055,0.20123105281348233,N,Y,N,Y,M,N,Y,N,BC,0,0,1,0,0,0
0.02417870120490474,0.3624775710529851,0.1898695983717626,Y,N,N,N,M,N,N,N,BC,0,0,1,0,0,0
4.320504015811755e-4,0,0.05567990432459417,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.007090140545350783,0.10459925348788117,0.16231080243357857,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.014215747914711961,0.41325094993187356,0.09796305744364532,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.014796114125791153,0.1192914131915792,0.07840007022048134,Y,N,N,Y,F,N,N,N,BC,0,0,0,0,1,0
0.009927486466182384,0.3912423957473757,0.19133161073715046,Y,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.016263150937130218,0.21270198046402733,0.04257390979959733,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
9.962953290192779e-4,0.13100064288318716,0.1874557693257188,N,N,N,N,M,N,Y,N,BC,0,0,0,0,1,0
9.35034451183141e-5,0.08489896179162909,0.13186638359035127,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
3.1920141609355503e-4,0.17309869696213706,0.06915620216915455,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.0019313297802024188,0.1842190168684872,0.17241048260122996,N,N,N,N,F,Y,N,Y,BC,0,0,0,0,1,0
0.06770616703584406,0.24980389663973593,0.07532518117432783,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
4.804142525044414e-4,0.32343741004433013,0.12584826890055573,N,N,N,N,F,N,N,N,BC,0,0,1,0,0,0
0.021280094406237002,0.16980991767257095,0.1455429195262312,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.016440485057182194,0.1713931374618588,0.12083408765491022,Y,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.006122863526885465,0.10010986585810512,0.044510459011537,Y,Y,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.002543938558563787,0.32844914026367805,0.3794594120131883,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
1.9023114696484593e-4,0.36199480895814545,0.21267479688177174,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.001963572347484596,0.19016928457656068,0.09781767910337223,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.016182544518924775,0.15261878946055385,0.14261340882035078,Y,N,Y,N,M,N,N,Y,BC,0,0,0,0,1,0
4.965355361455301e-4,0.08919644399240055,0.16220382591903798,N,N,N,Y,F,N,N,N,NT,0,0,1,0,0,0
0.01305501549255358,0.1620239545951755,0.10227229088834394,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
2.547162815292005e-4,0.19223046882496306,0.15420801720401792,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
3.1920141609355503e-4,0.11140110153716248,0.12874212076825595,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
4.320504015811755e-4,0.07882695407703084,0.12423264923223779,N,N,N,Y,F,N,N,N,AB,1,0,0,0,0,0
0.03691451528136477,0.5759573682089466,0.23741105862861595,Y,N,N,Y,M,Y,N,Y,BC,0,0,1,0,0,0
0.00120587201635343,0.32059541058166535,0.19574233472128502,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
4.965355361455301e-4,0.22162618261720624,0.09487719644728253,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
1.2574601240049137e-4,0.18244808958145425,0.29072376469555583,N,N,N,N,F,N,N,N,ON,0,0,0,0,1,0
9.092403973573992e-4,0.15183797424629142,0.287144165939775,N,N,N,N,M,N,N,Y,ON,0,0,0,0,1,0
0.01423186919835305,0.9554863363334549,0.1921901658410274,Y,Y,N,Y,F,N,Y,Y,BC,0,0,1,0,0,0
0.02958255548139765,0.3375748431173118,0.25921780966957975,Y,N,N,Y,F,Y,N,Y,BC,0,0,1,0,0,0
0.018749052874586086,0.6885710721756318,0.37300241931502115,Y,Y,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.00676771487252901,0.5439175574276996,0.4045604911044914,Y,N,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
0.03722081967054545,0.49899129708879464,0.24458945705304388,Y,Y,N,N,F,Y,N,Y,BC,0,0,0,0,0,1
0.0032210324714895097,0.122301329904623,0.09016200084484016,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.02619386166004082,0.5455541509144294,0.45038758414114316,Y,N,Y,Y,F,N,N,Y,BC,0,0,1,0,0,0
0.0052394171833538075,0.39968083728338677,0.19195701189908002,Y,N,N,Y,M,N,Y,N,BC,0,0,1,0,0,0
9.640527617371006e-4,0.07889771920397629,0.08702128009743092,N,N,N,N,M,N,N,N,AB,0,0,0,0,1,0
0.025307191059780944,0.23879572146846034,0.16980738741407592,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.017004729984620295,0.21594098428294536,0.1295046713078016,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.0012219932999945188,0.3198763649273638,0.1700734572066512,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.032813260723071815,0.5013223483467347,0.32100634727319605,Y,N,N,Y,M,N,Y,Y,BC,0,0,1,0,0,0
0.003978732802620676,0.3666605097008194,0.23140665887658202,Y,N,N,Y,M,N,Y,Y,BC,0,0,1,0,0,0
6.416270889153278e-4,0.17211038400276343,0.10152619827411223,N,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.012635862117885274,0.40567308430405496,0.20756186808424262,Y,Y,N,N,M,Y,N,N,BC,0,0,0,0,1,0
0.030553056756591188,0.3708860273657142,0.19954685845635634,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
1.2574601240049137e-4,0.09169481279625401,0.07638123138197199,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
7.383547907618596e-4,0.14818937227734172,0.09187911105259404,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
3.9980783429899823e-4,0.18477194438580669,0.14770165072990898,N,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.0012864784345588732,0.32343741004433013,0.12584826890055573,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.008138023982021545,0.28462333761922126,0.16065129496442346,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.025145978223370058,0.3003661795467194,0.352885348606288,Y,N,N,Y,F,N,N,Y,ON,0,0,1,0,0,0
0.015553814456922319,0.6885710721756318,0.37300241931502115,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
3.8368655065790957e-4,0.1792300754188336,0.21669053065837188,N,N,N,Y,M,N,N,N,ON,0,0,0,0,1,0
0.011926525637677375,0.4201481509911915,0.27762874212076827,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.017730187748469284,0.1713931374618588,0.12083408765491022,Y,N,N,Y,M,Y,Y,N,BC,0,0,1,0,0,0
0.001125265598147987,0.13091008750887562,0.12478673271780692,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
4.804142525044414e-4,0.13960460285171467,0.15212608965180516,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
2.224737142470232e-4,0.08788788884837552,0.03600171162423265,N,N,N,N,F,N,N,N,BC,0,0,1,0,0,0
0.017755981802295026,0.48953095914333417,0.20717236385181284,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
4.6429296886335277e-4,0.2669338549962578,0.26813251921462783,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
8.737735733470042e-4,0.20096996200272504,0.13542678143326586,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.006445289199707238,0.4501999414688442,0.1954460920656342,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.009701788495207142,0.07189916808996527,0.14598728350970744,N,N,N,N,M,N,N,N,QC,0,0,0,0,1,0
2.934073622678132e-4,0.08595504135561995,0.19103811106905197,N,N,N,Y,F,N,N,N,BC,0,0,0,0,1,0
0.020954444476687012,0.5439175574276996,0.4045604911044914,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.004462371311853335,0.5910453328599666,0.1948728076671988,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
2.547162815292005e-4,0.39549849834001805,0.36325932752917167,N,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.014247990481994138,0.4263988706365503,0.2762133605437698,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.02169602352417709,0.49899129708879464,0.24458945705304388,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.02321142418643942,0.19340109194189103,0.19885288260561873,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.012974409074348136,0.3666605097008194,0.23140665887658202,Y,N,N,N,F,Y,N,N,BC,0,0,0,0,1,0
0.00700953412714534,0.26118148976184535,0.1828941810262065,Y,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.014044862308116421,0.5439175574276996,0.4045604911044914,Y,Y,N,Y,M,N,Y,N,BC,0,0,1,0,0,0
0.009169786135051218,0.5749528632290007,0.19930547555175196,N,N,Y,Y,F,Y,N,N,BC,0,0,1,0,0,0
0.018649100916011338,0.49311059509873534,0.21001409895601894,Y,Y,N,Y,M,N,Y,Y,BC,0,0,1,0,0,0
0.03381922882227575,0.5455541509144294,0.45038758414114316,Y,N,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
3.1920141609355503e-4,0.08512864860196895,0.07223657719041271,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.010211221058265543,0.17154606210059684,0.24443036377500918,Y,N,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
6.416270889153278e-4,0.13018024717419255,0.03624035154128471,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
7.738216147722546e-5,0.21632779366328272,0.14377917853008784,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.004510735162776601,0.14631889404901266,0.24495976037260742,Y,N,N,Y,M,N,N,N,AB,0,0,1,0,0,0
0.020100016443709314,0.20059334759830355,0.13460662815512142,Y,N,N,N,M,Y,N,N,BC,0,0,0,0,1,0
3.1920141609355503e-4,0.0777073058396822,0.09312717038890078,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.010536870987815534,0.2090269914985895,0.1831712227689911,Y,N,N,N,M,Y,N,N,BC,0,0,0,0,1,0
0.02250208770623152,0.47412275230766276,0.2889517947367555,Y,N,N,N,F,Y,N,Y,BC,0,0,0,0,1,0
0.006206694201819125,0.1954634755992247,0.08957500150864316,Y,N,N,N,F,Y,N,Y,BC,0,0,0,0,1,0
0.01055621652818484,0.5759573682089466,0.23741105862861595,Y,N,N,Y,F,Y,N,N,BC,0,0,1,0,0,0
0.0065097743342715925,0.49899129708879464,0.24458945705304388,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
8.28633979151956e-4,0.19621010765894567,0.09275138109423259,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.0019313297802024188,1,0.3714224584848834,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.02665815462890417,0.4197145646625343,0.173831350153333,Y,N,N,N,F,N,N,Y,BC,0,0,0,0,1,0
0.0018120322812583628,0.20379696885374887,0.18098231870223772,N,N,N,Y,M,N,Y,Y,BC,0,0,1,0,0,0
0.003914247668056321,0.12084344834865378,0.08871096042966158,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.003923920438240975,0.19150362701260817,0.11924315487456318,Y,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
3.8368655065790957e-4,0.13377247692337216,0.12161583910732213,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.0012864784345588732,0.10159833234182195,0.12189836682521135,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
8.512037762494801e-4,0.091380567656259,0.08758633553320935,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
2.708375651702891e-4,0.2462110671860907,0.25672991995962324,N,N,N,N,M,N,N,N,ON,0,0,0,0,1,0
0.0028018790968212053,0.5854500901955516,0.4418157480401354,N,N,N,N,F,Y,N,Y,BC,0,0,0,0,1,0
0.01289702691287091,0.20665695945038284,0.19430775223142038,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.0022537554530241916,0.08354243029035291,0.03240839793069019,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
8.028399253262142e-4,0.14823554952119594,0.0939720105550161,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.017104681943195046,0.38607654148035847,0.2674275714136809,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.003607943278875637,0.5779615805331133,0.7903479754008876,N,N,N,Y,M,N,N,Y,ON,0,0,1,0,0,0
0.003301638889694953,0.15044306165921434,0.134968702512028,Y,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.01611805938436042,1,0.3714224584848834,Y,N,N,Y,F,Y,N,Y,BC,0,0,1,0,0,0
1.5798857968266864e-4,0.19234141415110634,0.08557572565735697,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.004188309489954828,0.21239853000441383,0.1771339071663293,Y,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.011378401993880361,0.13079734306933544,0.08558395462001393,Y,N,N,N,M,N,Y,Y,BC,0,0,0,0,1,0
0.0010446591799425438,0.08332653668272276,0.07276597378801095,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.006638744603400301,0.2445480867028728,0.5048029712041167,N,N,N,Y,M,N,N,N,AB,0,0,1,0,0,0
0.056044030449880544,0.1284548974265482,0.15351952732838497,Y,N,N,N,M,N,N,N,ON,0,0,0,0,1,0
6.416270889153278e-4,0.3624775710529851,0.1898695983717626,N,N,N,Y,M,N,Y,N,BC,0,0,1,0,0,0
0.01611805938436042,0.5910453328599666,0.1948728076671988,Y,Y,N,N,F,N,N,N,BC,0,0,0,0,0,1
0.0019313297802024188,0.3814816058646299,0.1716589040118936,Y,N,Y,N,F,N,N,N,BC,0,0,0,0,1,0
6.416270889153278e-4,0.09307713158955266,0.05115397486326207,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.03754324534336722,0.07280172331075246,0.06195585984430803,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
9.640527617371006e-4,0.40438911704312114,0.4595903073791851,N,N,N,N,F,N,N,N,BC,0,0,1,0,0,0
0.0052071746160716305,0.49311059509873534,0.21001409895601894,Y,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
1.5798857968266864e-4,0.05427565295822219,0.10219548723687892,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.003088837945632583,0.2690753996430559,0.1291892277392845,N,N,N,N,M,Y,N,N,BC,0,0,0,0,1,0
0.007096589058807218,0.14512188393559655,0.10727001420867552,Y,Y,N,N,M,Y,N,N,BC,0,0,0,0,1,0
3.9980783429899823e-4,0.07371267439405861,0.1248086766182255,N,N,N,Y,F,N,N,N,BC,0,0,0,0,1,0
0.004027096653543942,0.15473334740639813,0.09982828897922462,Y,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.002721272678615762,0.18743523191771094,0.1452274759577141,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
2.1602520079058775e-4,0.6181669673185054,0.348589830099351,Y,N,N,N,M,N,Y,Y,BC,0,0,0,0,1,0
1.741098633237573e-4,0.21625343030954347,0.1868797419397311,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.022727785677206763,0.32063918900765703,0.30179171946917704,Y,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
4.6429296886335277e-4,0.04735926135600376,0.06782311021872582,N,N,N,N,F,N,N,N,QC,0,0,1,0,0,0
0.03722081967054545,0.6782447609817882,0.1854698463378373,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.0022537554530241916,0.27708625189506614,0.15216997745264232,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.001254235867276696,0,0.25909986120482986,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.018126771326040066,0.1842190168684872,0.17241048260122996,Y,N,Y,N,F,N,Y,Y,BC,0,0,0,0,1,0
0.021937842778793418,0.18743523191771094,0.1452274759577141,Y,N,N,N,F,Y,N,N,BC,0,0,0,0,0,1
0.008621662491254204,0.27394559960851295,0.133539605997268,Y,N,N,Y,M,Y,N,N,BC,0,0,1,0,0,0
0.0024955747076405212,0.20221194995106412,0.16790924002786875,N,Y,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.001054331950127197,0.10975071484772304,0.11515610342160268,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.013216228328964465,0.22454614366040415,0.09944152773434714,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.03581826799377073,0.19713425224049588,0.09264989055479667,Y,Y,N,Y,M,N,N,N,BC,0,0,1,0,0,0
7.738216147722546e-4,0.0719165595194688,0.1455429195262312,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.004607462864623133,0.5013223483467347,0.32100634727319605,Y,N,N,Y,M,N,Y,N,BC,0,0,1,0,0,0
0.005526376032165185,0.05540009883129594,0.07673233378866927,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
1.2574601240049137e-4,0.11067845765606708,0.11002671669875962,N,N,N,Y,F,N,N,N,BC,0,0,0,0,1,0
0.006296973390209222,0.3375748431173118,0.25921780966957975,Y,N,N,Y,M,N,N,Y,BC,0,0,1,0,0,0
0.00156054025645738,0.07839276804390796,0.07098577486655365,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.00120587201635343,0.25062908998445566,0.1298804606024698,N,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.009769497886499714,0.33260869043735247,0.2746526006264984,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
6.738696561975051e-4,0.5402017885585984,0.28185019996379257,N,N,Y,Y,M,N,N,N,BC,0,0,1,0,0,0
1.4186729604158e-4,0.19340109194189103,0.19885288260561873,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.008927966880434887,0.13469602180045673,0.1247099290663419,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.007173971220284444,0.29159010439655336,0.13812039520964653,Y,N,N,N,F,N,N,Y,BC,0,0,0,0,1,0
0.023598334993825548,0.27737950737876377,0.1270661553737869,Y,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.016795153297286144,0.3197438302404575,0.17787451380545635,Y,N,N,N,F,Y,N,N,BC,0,0,0,0,1,0
0.025790829569013605,0.6703724404613407,0.2808106076814623,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.00534904191211321,0.0729060718877737,0.15161040799196854,N,Y,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.00747705135273691,0.611925842944597,0.2753849783029685,N,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.003124304769642978,0.2225359342915811,0.2724609535721927,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.00750606966329087,0.2253623414381393,0.09651476001601905,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.03256176869827083,0.11950370857241552,0.198957116132607,Y,N,N,Y,F,N,N,N,ON,0,0,1,0,0,0
0.011072097604699677,0.1265628298374561,0.07777741204610414,Y,N,N,N,M,N,N,N,BC,0,0,0,0,1,0
0.05345495229712171,0.4564152785507302,0.1455429195262312,Y,Y,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.026677500169273477,0.5001061476904182,0.2890999160645809,Y,N,N,N,M,N,N,Y,BC,0,0,0,0,1,0
0.04972771151930201,0.13271759676831257,0.06273761129671994,Y,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.005316799344831033,0.16953825154963634,0.04729184838959201,Y,N,N,Y,F,N,N,N,BC,0,0,0,0,1,0
0.011272001521849175,0.26613504864802623,0.089361048479562,Y,N,N,Y,F,N,N,N,BC,0,0,0,0,1,0
5.771419543509732e-4,0.33765040587998235,0.18614736426326098,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
1.0962472875940274e-4,0.27061963864207716,0.17224041737298595,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.06823816939599998,0.16090370665336123,0.034276372453821806,Y,N,N,N,F,N,N,N,BC,0,0,0,0,0,1
0.0021731490348187482,0.3197438302404575,0.17787451380545635,N,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
0.05089166819818861,0.19757623443167208,0.19325718799888086,Y,Y,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.003385469564628614,0.12837993436834327,0.0814200995155884,N,N,N,N,F,N,N,N,BC,0,0,0,0,1,0
0.004962131104727083,0.5072726160548082,0.45481202306303936,Y,N,N,N,M,N,Y,N,BC,0,0,1,0,0,0
6.803181696539405e-4,0.12977784547774857,0.11134883669897906,N,N,N,N,M,N,Y,N,BC,0,0,0,0,1,0
0.0017056318092271779,0.16152200195743538,0.27034336718179974,N,N,N,N,F,N,N,N,ON,0,0,1,0,0,0
0.005203950359343412,0.15222838185342263,0.07586006374703072,Y,Y,N,Y,M,N,N,N,BC,0,0,0,0,1,0
0.002011936198407862,0.07643773148592374,0.04469149618999029,N,N,N,Y,M,N,N,N,BC,0,0,0,0,1,0
4.062563477554337e-4,0.15261878946055385,0.14261340882035078,N,N,N,Y,M,N,N,N,BC,0,0,1,0,0,0
0.0343738009795292,0.4263988706365503,0.2762133605437698,Y,N,N,Y,F,N,Y,Y,BC,0,0,1,0,0,0
0.007357753853792854,0.24478916789805982,0.06963348200325867,Y,N,N,Y,F,N,N,N,BC,0,0,1,0,0,0
